"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=canis&show=coords"
"Access Time","Fri 2017-03-24 16:44:00 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","canis"
"","timerule","major"
"","taxon_status","all"
"","show","coords"
"Elapsed Time","0.025"
"Records Found","726"
"Records Returned","726"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat"
"381395","occ","","","36214","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643","14.083333","49.933334"
"381462","occ","","","36219","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643","14.583333","50.183334"
"381496","occ","","","36220","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643","9.950000","49.816666"
"382410","occ","","","36318","Canis sp.","genus","41198","","Canis","genus","41198","Early Pliocene","","5.333","3.6","9739","114.599998","39.840000"
"382411","occ","","","36318","Canis n. sp. multicuspus","species","41198","species not entered","Canis","genus","41198","Early Pliocene","","5.333","3.6","9739","114.599998","39.840000"
"382561","occ","","","36373","Canis falconeri","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","9754","11.300000","42.400002"
"382572","occ","","","36376","Canis familiaris","species","104153","","Canis familiaris","species","104153","Quaternary","","2.588","0","9756","8.833300","45.799999"
"384496","occ","","","36586","Canis yuanmouensis","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","9810","100.940002","24.870001"
"387459","occ","","","37024","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","9913","35.566666","32.683334"
"387460","occ","","","37024","Canis (Xenocyon) falconeri","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","9913","35.566666","32.683334"
"387487","occ","","","37026","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","9913","35.566666","32.683334"
"395161","occ","","","22491","Canis sp.","genus","41198","","Canis","genus","41198","Gelasian","Calabrian","2.588","0.781","9955","37.500000","5.250000"
"398243","occ","","","13066","Canis cf. lupus","species","44860","","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","10274","-84.800003","34.200001"
"407962","occ","","","11803","Canis cf. lupaster","species","41198","species not entered","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","10604","35.049999","32.716667"
"407997","occ","","","39252","Canis cf. lupaster","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","10604","35.049999","32.716667"
"408440","occ","","","39314","Canis lupus","species","44860","","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","10617","31.913889","38.279167"
"408441","occ","","","39314","Canis aff. aureus","species","104156","","Canis aureus","species","104156","Pleistocene","","2.588","0.0117","10617","31.913889","38.279167"
"408500","occ","","","39321","Canis sp.","genus","41198","","Canis","genus","41198","Early Pleistocene","","2.588","0.781","10617","30.520555","39.776669"
"408555","occ","","","39322","Canis sp.","genus","41198","","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","10617","35.463055","40.873333"
"409292","occ","11026","","39409","Canis cf. senezensis","species","41198","species not entered","Canis","genus","41198","Pliocene","","5.333","2.588","10647","39.713890","47.236389"
"409300","occ","","","39410","Canis cf. senezensis","species","41198","species not entered","Canis","genus","41198","Pliocene","","5.333","2.588","10647","39.713890","47.236389"
"412079","occ","","","39847","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","10805","23.916668","44.750000"
"412082","occ","","","39848","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","10805","23.916668","44.750000"
"412418","occ","","","39882","Canis aff. etruscus","species","41198","species not entered","Canis","genus","41198","Pliocene","","5.333","2.588","10818","44.041668","41.616669"
"414551","occ","","","40113","Canis sp.","genus","41198","","Canis","genus","41198","Pliocene","","5.333","2.588","10873","25.549999","46.016666"
"415526","occ","","","40266","Canis variabilis","species","44887","subjective synonym of","Canis lupus","species","44860","Early Pleistocene","","2.588","0.781","10889","108.500000","51.833332"
"416592","occ","","","40392","Canis sp.","genus","41198","","Canis","genus","41198","Pliocene","","5.333","2.588","10898","45.990555","41.393055"
"416628","occ","","","40394","Canis sp.","genus","41198","","Canis","genus","41198","Ruscinian","","5.333","3.2","10898","41.816666","45.033333"
"416649","occ","10825","","40398","Canis tengisii","species","41198","species not entered","Canis","genus","41198","Pleistocene","","2.588","0.0117","10904","44.116669","41.966667"
"417541","occ","","","40497","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","Late Pleistocene","0.781","0.0117","10916","84.271942","49.738609"
"417579","occ","","","40500","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","10917","13.848056","44.868332"
"418305","occ","","","36112","Canis cf. falconeri","species","41198","species not entered","Canis","genus","41198","MN 17","","2.588","1.806","10948","-0.916667","40.216667"
"418337","occ","","","34434","Canis cf. etruscus","species","41198","species not entered","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","10946","69.111115","38.598331"
"418923","occ","","","34395","Canis sp.","genus","41198","","Canis","genus","41198","Pliocene","","5.333","2.588","10946","68.966667","37.333332"
"418960","occ","","","40695","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","10958","53.426945","39.459999"
"419657","occ","","","35339","Canis cipio","species","41198","species not entered","Canis","genus","41198","Turolian","","8.7","5.333","11002","-2.596667","40.347221"
"419944","occ","","","39845","Canis cf. falconeri","species","41198","species not entered","Canis","genus","41198","Pliocene","","5.333","2.588","11025","23.916668","44.750000"
"420015","occ","11528","","40808","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465","13.664444","45.768612"
"421638","occ","","","40997","Canis arnensis","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11051","15.450000","41.783333"
"421639","occ","","","40997","Canis falconeri","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11051","15.450000","41.783333"
"421679","occ","","","41003","Canis falconeri","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11051","15.450000","41.783333"
"421686","occ","","","41004","Canis arnensis","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11051","15.450000","41.783333"
"421699","occ","","","41006","Canis arnensis","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11051","15.450000","41.783333"
"421700","occ","","","41006","Canis falconeri","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11051","15.450000","41.783333"
"439011","occ","","","42866","Canis aureus","species","104156","","Canis aureus","species","104156","Middle Pleistocene","","0.781","0.126","11378","-8.874444","31.869167"
"439012","occ","","","42866","Canis n. sp. sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","11378","-8.874444","31.869167"
"439046","occ","","","42241","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11379","3.416667","45.166668"
"440026","occ","","","43008","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11397","28.964722","41.018612"
"440029","occ","","","43008","Canis aureus ?","species","104156","","Canis aureus","species","104156","Middle Pleistocene","","0.781","0.126","11397","28.964722","41.018612"
"440122","occ","11233","","43016","Canis cf. mosbachensis","species","41198","species not entered","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","11400","14.216667","40.549999"
"442548","occ","","","43617","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11457","0.150000","45.650002"
"442555","occ","","","43618","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11457","0.150000","45.983334"
"442574","occ","","","43619","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11457","0.150000","45.650002"
"442635","occ","","","43629","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11457","0.150000","45.650002"
"442664","occ","","","43630","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11457","0.150000","45.650002"
"442682","occ","","","43631","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11457","0.150000","45.650002"
"442712","occ","","","43632","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11457","0.150000","45.650002"
"442908","occ","","","43644","Canis lupus","species","44860","","Canis lupus","species","44860","Early Pleistocene","","2.588","0.781","11465","11.250000","45.416668"
"443122","occ","","","43645","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","11465","11.250000","45.416668"
"443152","occ","","","43649","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465","11.250000","45.416668"
"443153","occ","","","43649","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","11465","11.250000","45.416668"
"443180","occ","","","43650","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465","11.250000","45.416668"
"443190","occ","","","43651","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465","11.250000","45.416668"
"443238","occ","","","43653","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465","11.250000","45.416668"
"443239","occ","","","43653","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","11465","11.250000","45.416668"
"443254","occ","","","43654","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465","11.250000","45.416668"
"443315","occ","","","43656","Canis lupus","species","44860","","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","11465","11.033333","45.616669"
"443316","occ","","","43656","Canis sp.","genus","41198","","Canis","genus","41198","Pleistocene","","2.588","0.0117","11465","11.033333","45.616669"
"443339","occ","","","43657","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11465","11.000000","45.450001"
"443400","occ","","","43664","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465","11.100000","46.016666"
"443401","occ","","","43664","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","11465","11.100000","46.016666"
"443449","occ","","","43666","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","11465","11.333333","45.616669"
"443582","occ","","","43689","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","11465","11.550000","45.549999"
"443685","occ","","","43699","Canis cf. lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11465","13.748611","45.736389"
"443733","occ","","","43702","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11465","13.729444","45.726391"
"447654","occ","","","44090","Canis cf. lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","11572","12.200000","41.849998"
"447692","occ","","","44091","Canis lupus","species","44860","","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","11575","18.183332","40.383331"
"448605","occ","","","44145","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11584","11.966667","43.099998"
"448612","occ","","","44146","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","11585","11.466667","43.616669"
"448613","occ","12564","","44146","Canis cf. falconeri","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","13155","11.466667","43.616669"
"450382","occ","","","44231","Canis sp.","genus","41198","","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","12548","3.516667","45.250000"
"474708","occ","","","47099","Canis aff. etruscus","species","41198","species not entered","Canis","genus","41198","MN 16","","3.2","2.588","12548","3.863056","45.120556"
"474731","occ","","","47100","Canis aff. etruscus","species","41198","species not entered","Canis","genus","41198","MN 16","","3.2","2.588","12548","2.919444","45.688610"
"478751","occ","","","47624","Canis sp.","genus","41198","","Canis","genus","41198","MN 17","","2.588","1.806","12548","3.450000","45.150002"
"479837","occ","","","47828","Canis sp.","genus","41198","","Canis","genus","41198","Early Pleistocene","","2.588","0.781","12802","3.866667","45.066666"
"479850","occ","","","47829","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","12802","3.900000","45.116669"
"479879","occ","","","47831","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","13065","3.850000","45.116669"
"485282","occ","","","48587","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","12964","160.000000","68.750000"
"485373","occ","","","48580","Canis sp.","genus","41198","","Canis","genus","41198","Early Pleistocene","","2.588","0.781","12964","159.300003","70.000000"
"487322","occ","","","48889","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","12802","5.395000","43.686111"
"487335","occ","","","48890","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","13053","5.395000","43.686111"
"487387","occ","","","48893","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","12802","5.395000","43.686111"
"487400","occ","","","48908","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","12802","5.395000","43.686111"
"487408","occ","","","48910","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","12802","5.395000","43.686111"
"487415","occ","","","48911","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","13054","5.395000","43.686111"
"488520","occ","","","49089","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","13054","0.633611","43.222221"
"488560","occ","","","49093","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","13054","1.200000","44.799999"
"488561","occ","","","49093","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","13054","1.200000","44.799999"
"488605","occ","","","49094","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","13054","0.366667","43.116669"
"489315","occ","","","49240","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","13150","11.480556","43.624443"
"489316","occ","","","49240","Canis arnensis","species","41198","species not entered","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","13150","11.480556","43.624443"
"489370","occ","","","49254","Canis etruscus","species","41198","species not entered","Canis","genus","41198","MN 17","","2.588","1.806","13155","10.030000","44.228058"
"489577","occ","","","48981","Canis sp.","genus","41198","","Canis","genus","41198","Early Pleistocene","","2.588","0.781","13167","1.841667","44.485558"
"489590","occ","","","49239","Canis arnensis","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","Middle Pleistocene","2.588","0.126","13155","12.935556","42.964722"
"489591","occ","","","49239","Canis cf. falconeri","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","Middle Pleistocene","2.588","0.126","13155","12.935556","42.964722"
"489961","occ","","","49414","Canis aff. etruscus","species","41198","species not entered","Canis","genus","41198","MN 17","","2.588","1.806","13151","13.158889","41.742222"
"493158","occ","","","49814","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","13378","1.731944","52.455276"
"493203","occ","","","49816","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","13380","1.246667","52.940556"
"494704","occ","","","49999","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","13430","7.450000","50.483334"
"497012","occ","","","50196","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643","8.266667","50.066666"
"497081","occ","","","50198","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643","8.283333","49.166668"
"497120","occ","","","50199","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643","8.816667","49.333332"
"497444","occ","","","50242","Canis lupus","species","44860","","Canis lupus","species","44860","Pleistocene","","2.588","0.0117","9643","9.200000","48.366669"
"497510","occ","","","50249","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643","10.483333","51.916668"
"497635","occ","","","50258","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643","16.934723","48.139999"
"497636","occ","","","50258","Canis sp.","genus","41198","","Canis","genus","41198","Middle Pleistocene","","0.781","0.126","9643","16.934723","48.139999"
"497675","occ","","","50259","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","9643","9.516667","48.533333"
"497772","occ","","","50274","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","8651","9.050000","48.516666"
"498800","occ","","","50466","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","Middle Pleistocene","2.588","0.126","13532","15.816667","40.966667"
"498812","occ","13073","","50342","Canis lupus","species","44860","","Canis lupus","species","44860","Early Pleistocene","","2.588","0.781","13519","7.458889","43.765556"
"501588","occ","","","50910","""Canis"" sp.","genus","41198","","Canis","genus","41198","MN 14","","4.9","4.2","13592","30.000000","47.000000"
"501606","occ","","","50913","""Canis"" sp.","genus","41198","","Canis","genus","41198","MN 14","","4.9","4.2","13592","30.000000","47.000000"
"501620","occ","","","50915","""Canis"" sp.","genus","41198","","Canis","genus","41198","MN 14","MN 15","4.9","3.2","13592","29.000000","45.500000"
"501624","occ","","","50917","""Canis"" sp.","genus","41198","","Canis","genus","41198","MN 15","","4.2","3.2","13592","29.000000","45.500000"
"501760","occ","","","50935","""Canis"" odessanus","species","41198","species not entered","Canis","genus","41198","MN 15","","4.2","3.2","13592","29.000000","45.500000"
"501806","occ","","","50940","""Canis"" odessanus","species","41198","species not entered","Canis","genus","41198","MN 15","","4.2","3.2","13592","29.000000","45.250000"
"501828","occ","","","50943","""Canis"" odessanus","species","41198","species not entered","Canis","genus","41198","MN 15","MN 16","4.2","2.588","13592","30.500000","46.500000"
"501850","occ","","","50945","""Canis"" sp.","genus","41198","","Canis","genus","41198","MN 14","","4.9","4.2","13592","77.030556","52.323612"
"501851","occ","","","50946","""Canis"" sp.","genus","41198","","Canis","genus","41198","MN 14","","4.9","4.2","13592","107.000000","53.000000"
"502021","occ","","","48093","Canis sp.","genus","41198","","Canis","genus","41198","Gelasian","","2.588","1.806","13613","1.351389","51.963333"
"502572","occ","","","51100","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","13623","104.733330","25.627222"
"508671","occ","","","51684","Canis sp.","genus","41198","","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","13759","12.489444","42.653332"
"510967","occ","","","51778","Canis sp.","genus","41198","","Canis","genus","41198","Early Pleistocene","","2.588","0.781","13786","11.330556","43.318611"
"536650","occ","","","55533","Canis lupus","species","44860","","Canis lupus","species","44860","Holocene","","0.0117","0","14999","4.053056","51.958057"
"562951","occ","","","58809","Canis ex gr. etruscus","species","41198","species not entered","Canis","genus","41198","Pliocene","Pleistocene","5.333","0.0117","16685","23.033333","42.849998"
"565629","occ","","","59150","Canis lupus","species","44860","","Canis lupus","species","44860","Holocene","","0.0117","0","16894","2.950000","50.299999"
"583571","occ","","","21695","Canis mesomelas","species","232943","","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","17685","19.366699","-34.533298"
"596010","occ","","","63150","Canis sp.","genus","41198","","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","18185","-83.364441","42.808887"
"597517","occ","","","63338","Pseudalopex aff. gymnocercus","species","83739","","Pseudalopex gymnocercus","species","83739","Holocene","","0.0117","0","23893","-62.083332","-38.533333"
"598097","occ","","","63335","Pseudalopex sp.","genus","83738","obsolete variant of","Canis (Pseudalopex)","subgenus","83738","Middle Pleistocene","","0.781","0.126","17632","-61.766666","-38.500000"
"598333","occ","","","63427","Canis sp.","genus","41198","","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","18245","-86.783333","36.183334"
"598370","occ","","","63429","Canis sp.","genus","41198","","Canis","genus","41198","Late Pleistocene","Holocene","0.126","0","18245","-86.783333","36.183334"
"610349","occ","","","65405","Canis dirus","species","44837","","Canis dirus","species","44837","Pleistocene","","2.588","0.0117","18853","-80.292503","32.559166"
"623887","occ","","","20495","Canis dirus","species","44837","","Canis dirus","species","44837","Rancholabrean","","0.3","0.012","19165","-109.650002","29.683332"
"648831","occ","","","70118","aff. Canis sp.","genus","41198","","Canis","genus","41198","Early Pleistocene","Middle Pleistocene","2.588","0.126","23537","-89.166664","13.783333"
"654796","occ","","","70673","Canis dirus","species","44837","","Canis dirus","species","44837","Early Pleistocene","","2.588","0.781","19694","-64.733330","-21.533333"
"654798","occ","","","70673","Pseudalopex gymnocercus","species","83739","","Pseudalopex gymnocercus","species","83739","Early Pleistocene","","2.588","0.781","19694","-64.733330","-21.533333"
"654894","occ","","","70704","Pseudalopex sp.","genus","83738","obsolete variant of","Canis (Pseudalopex)","subgenus","83738","Middle Pleistocene","","0.781","0.126","19694","-63.066666","-20.750000"
"658992","occ","","","71060","Canis variabilis","species","44887","subjective synonym of","Canis lupus","species","44860","Early Pleistocene","","2.588","0.781","23807","107.283333","47.766666"
"661478","occ","","","71263","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","Holocene","0.126","0","24053","-104.800003","27.000000"
"661593","occ","","","71277","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","23923","-100.716667","23.816668"
"661651","occ","","","71286","Pseudalopex gymnocercus","species","83739","","Pseudalopex gymnocercus","species","83739","Lujanian","","0.781","0.012","24012","-58.700001","-38.566666"
"661802","occ","","","71303","Pseudalopex gymnocercus","species","83739","","Pseudalopex gymnocercus","species","83739","Lujanian","","0.781","0.012","24010","-57.125000","-34.066666"
"661803","occ","","","71303","Pseudalopex griseus","species","83738","species not entered","Canis (Pseudalopex)","subgenus","83738","Lujanian","","0.781","0.012","24010","-57.125000","-34.066666"
"661848","occ","","","71304","Canis sp.","genus","41198","","Canis","genus","41198","Pleistocene","","2.588","0.0117","24008","-57.716667","-38.033333"
"661877","occ","","","71308","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","24035","-97.150002","18.266666"
"661974","occ","","","71316","Canis sp.","genus","41198","","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","23892","-61.799999","-38.483334"
"662059","occ","","","71329","Canis familiaris","species","104153","","Canis familiaris","species","104153","Holocene","","0.0117","0","24000","-77.716667","-9.200000"
"662170","occ","","","71338","Canis sp.","genus","41198","","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","24013","-70.000000","-46.200001"
"662188","occ","","","71342","Pseudalopex sp.","genus","83738","obsolete variant of","Canis (Pseudalopex)","subgenus","83738","Late Pleistocene","","0.126","0.0117","24013","-70.000000","-52.066666"
"662193","occ","","","71343","Canis sp.","genus","41198","","Canis","genus","41198","Holocene","","0.0117","0","24013","-69.583336","-52.166668"
"662216","occ","","","71345","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","24078","-99.815277","24.099443"
"662240","occ","21913","","71346","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","2195","-80.500000","-4.700000"
"662251","occ","","","71346","Pseudalopex sp.","genus","83738","obsolete variant of","Canis (Pseudalopex)","subgenus","83738","Late Pleistocene","","0.126","0.0117","24009","-80.500000","-4.700000"
"662312","occ","","","71349","Canis familiaris","species","104153","","Canis familiaris","species","104153","Holocene","","0.0117","0","24088","-60.200001","-37.299999"
"683956","occ","","","73752","Canis cf. latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","2588","-117.987503","33.895279"
"683957","occ","","","73752","Canis cf. dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","2588","-117.987503","33.895279"
"684223","occ","","","73761","Canis lupus","species","44860","","Canis lupus","species","44860","Middle Pleistocene","","0.781","0.126","24726","-2.500000","41.166668"
"685639","occ","","","73845","Canis avus","species","41198","species not entered","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","24073","-58.065834","-37.840557"
"689842","occ","","","74141","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","24884","-84.750000","37.866669"
"690439","occ","","","74240","Aenocyon ayersi ?","species","43788","subjective synonym of","Canis dirus","species","44837","Pleistocene","","2.588","0.0117","24936","-83.133331","36.266666"
"691250","occ","","","74474","Canis latrans","species","44854","","Canis latrans","species","44854","Holocene","","0.0117","0","1326","-104.199997","31.183332"
"696742","occ","","","74953","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","25288","-107.150002","38.483334"
"699340","occ","","","56733","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Early Pleistocene","","2.588","0.781","25340","44.195000","41.329166"
"709222","occ","","","75995","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","25717","-93.216667","36.666668"
"709947","occ","","","76059","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","25748","-104.449997","32.366669"
"709948","occ","","","76059","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","25748","-104.449997","32.366669"
"713685","occ","","","76530","Canis aff. lupus","species","44860","","Canis lupus","species","44860","Late Pliocene","","3.6","2.588","24838","39.715000","47.233334"
"713686","occ","","","76530","Canis sp.","genus","41198","","Canis","genus","41198","Late Pliocene","","3.6","2.588","24838","39.715000","47.233334"
"713731","occ","","","50943","Canis sp.","genus","41198","","Canis","genus","41198","MN 15","MN 16","4.2","2.588","24838","30.500000","46.500000"
"724188","occ","","","77773","Canis sp.","genus","41198","","Canis","genus","41198","Gelasian","Early Pleistocene","2.588","0.781","26265","-3.166667","37.416668"
"724191","occ","","","77773","Canis etruscus","species","41198","species not entered","Canis","genus","41198","Gelasian","Early Pleistocene","2.588","0.781","26265","-3.166667","37.416668"
"724197","occ","","","77773","Canis falconeri","species","41198","species not entered","Canis","genus","41198","Gelasian","Early Pleistocene","2.588","0.781","26265","-3.166667","37.416668"
"732488","occ","","","63515","Canis dirus","species","44837","","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","26437","-72.239166","10.794722"
"740001","occ","","","79548","Canis lupus","species","44860","","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","26697","84.750000","50.950001"
"740235","occ","","","79581","Aenocyon dirus","species","43789","recombined as","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","26708","-98.099998","30.358334"
"740244","occ","","","79582","Canis latrans","species","44854","","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","26708","-98.099998","30.358334"
"740260","occ","","","79584","Canis latrans","species","44854","","Canis latrans","species","44854","Holocene","","0.0117","0","26708","-98.099998","30.358334"
