lng,lat
-102.500000,42.700001
-103.099998,43.799999
-107.000000,36.500000
-107.000000,36.500000
-107.000000,36.500000
-82.599998,29.700001
-117.000000,33.900002
-101.900002,33.700001
-79.300003,38.700001
-110.199997,32.000000
-100.900002,37.099998
-96.000000,42.000000
-106.699997,32.000000
-105.699997,39.299999
-98.199997,39.000000
-112.900002,42.799999
-82.099998,29.799999
-82.416664,29.600000
-82.500000,27.500000
-103.900002,50.799999
-82.099998,29.799999
-82.099998,29.799999
-86.500000,39.000000
-112.900002,42.799999
-110.699997,50.099998
-105.000000,37.299999
-110.199997,32.000000
-117.800003,33.599998
-140.000000,68.199997
-118.199997,34.000000
-82.099998,29.799999
-106.699997,52.200001
-81.449997,28.716667
