Canis,genus,0.781,0.126,5.395000,43.686111
Canis,genus,0.781,0.126,5.395000,43.686111
Canis,genus,0.781,0.126,5.395000,43.686111
Canis,genus,0.781,0.126,5.395000,43.686111
Canis,genus,0.781,0.126,5.395000,43.686111
Canis,genus,0.781,0.126,5.395000,43.686111
Canis lupus,species,0.781,0.126,0.633611,43.222221
Canis,genus,0.781,0.126,1.200000,44.799999
Canis,genus,0.781,0.126,1.200000,44.799999
Canis,genus,0.781,0.126,0.366667,43.116669
Canis,genus,5.333,0.0117,11.480556,43.624443
Canis,genus,5.333,0.0117,11.480556,43.624443
Canis,genus,2.588,1.806,10.030000,44.228058
Canis,genus,2.588,0.781,1.841667,44.485558
Canis,genus,2.588,0.126,12.935556,42.964722
Canis,genus,2.588,0.126,12.935556,42.964722
Canis,genus,2.588,1.806,13.158889,41.742222
Canis lupus,species,0.781,0.126,1.731944,52.455276
Canis lupus,species,0.781,0.126,1.246667,52.940556
Canis lupus,species,0.781,0.126,7.450000,50.483334
Canis lupus,species,0.781,0.126,8.266667,50.066666
Canis lupus,species,0.781,0.126,8.283333,49.166668
Canis lupus,species,0.781,0.126,8.816667,49.333332
Canis lupus,species,2.588,0.0117,9.200000,48.366669
Canis lupus,species,0.781,0.126,10.483333,51.916668
Canis lupus,species,0.781,0.126,16.934723,48.139999
Canis,genus,0.781,0.126,16.934723,48.139999
Canis lupus,species,0.781,0.126,9.516667,48.533333
Canis,genus,2.588,0.781,9.050000,48.516666
Canis,genus,2.588,0.126,15.816667,40.966667
Canis lupus,species,2.588,0.781,7.458889,43.765556
Canis,genus,4.9,4.2,30.000000,47.000000
Canis,genus,4.9,4.2,30.000000,47.000000
Canis,genus,4.9,3.2,29.000000,45.500000
Canis,genus,4.2,3.2,29.000000,45.500000
Canis,genus,4.2,3.2,29.000000,45.500000
Canis,genus,4.2,3.2,29.000000,45.250000
Canis,genus,4.2,2.588,30.500000,46.500000
Canis,genus,4.9,4.2,77.030556,52.323612
Canis,genus,4.9,4.2,107.000000,53.000000
Canis,genus,2.588,1.806,1.351389,51.963333
Canis lupus,species,0.781,0.126,104.733330,25.627222
Canis,genus,5.333,0.0117,12.489444,42.653332
Canis,genus,2.588,0.781,11.330556,43.318611
Canis lupus,species,0.0117,0,4.053056,51.958057
Canis,genus,5.333,0.0117,23.033333,42.849998
Canis lupus,species,0.0117,0,2.950000,50.299999
Canis mesomelas,species,2.588,0.0117,19.366699,-34.533298
Canis,genus,0.126,0.0117,-83.364441,42.808887
Pseudalopex gymnocercus,species,0.0117,0,-62.083332,-38.533333
Canis (Pseudalopex),subgenus,0.781,0.126,-61.766666,-38.500000
Canis,genus,0.126,0.0117,-86.783333,36.183334
Canis,genus,0.126,0,-86.783333,36.183334
Canis dirus,species,2.588,0.0117,-80.292503,32.559166
